Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other transport injuries,Percent of total DALYs,0.000790128,0.000667268,0.000943459
Sub-Saharan Africa - WB,2015,50-69 years,Both,Falls,Percent of total DALYs,0.009790546,0.008831602,0.0108005
Sub-Saharan Africa - WB,2015,50-69 years,Both,Drowning,Percent of total DALYs,0.0023742,0.002123697,0.002723529
Sub-Saharan Africa - WB,2015,50-69 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.004335633,0.003713459,0.004798207
Sub-Saharan Africa - WB,2015,50-69 years,Both,Poisonings,Percent of total DALYs,0.001510319,0.001182839,0.001809211
Sub-Saharan Africa - WB,2015,50-69 years,Both,Exposure to mechanical forces,Percent of total DALYs,0.004239693,0.003619009,0.004718352
Sub-Saharan Africa - WB,2015,50-69 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.001945596,0.001439903,0.002508903
Sub-Saharan Africa - WB,2015,50-69 years,Both,Animal contact,Percent of total DALYs,0.003099186,0.002263094,0.003560177
Sub-Saharan Africa - WB,2015,50-69 years,Both,Foreign body,Percent of total DALYs,0.002501825,0.002020418,0.003211804
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other unintentional injuries,Percent of total DALYs,0.002579809,0.00215211,0.003075356
Sub-Saharan Africa - WB,2015,50-69 years,Both,Self-harm,Percent of total DALYs,0.009084748,0.00807436,0.010313788
Sub-Saharan Africa - WB,2015,50-69 years,Both,Interpersonal violence,Percent of total DALYs,0.003426392,0.002974539,0.004203272
Sub-Saharan Africa - WB,2015,50-69 years,Both,Exposure to forces of nature,Percent of total DALYs,0.000065039,4.31137E-05,9.75596E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.002607078,0.001724097,0.003632784
Sub-Saharan Africa - WB,2015,50-69 years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,7.61687E-06,3.67858E-06,1.49164E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.002942212,0.002365474,0.003589682
Sub-Saharan Africa - WB,2015,50-69 years,Both,Ebola,Percent of total DALYs,0.000438832,0.000342733,0.00054109
Sub-Saharan Africa - WB,2015,70+ years,Both,Tuberculosis,Percent of total DALYs,0.030082467,0.022756626,0.038438107
Sub-Saharan Africa - WB,2015,70+ years,Both,HIV/AIDS,Percent of total DALYs,0.006938834,0.00622263,0.007807192
Sub-Saharan Africa - WB,2015,70+ years,Both,Diarrheal diseases,Percent of total DALYs,0.047888555,0.04357415,0.052649021
Sub-Saharan Africa - WB,2015,70+ years,Both,Intestinal infectious diseases,Percent of total DALYs,0.000113665,6.18893E-05,0.000196793
Sub-Saharan Africa - WB,2015,70+ years,Both,Lower respiratory infections,Percent of total DALYs,0.086689227,0.071875586,0.098153587
Sub-Saharan Africa - WB,2015,70+ years,Both,Upper respiratory infections,Percent of total DALYs,0.000214024,0.000148559,0.000305287
Sub-Saharan Africa - WB,2015,70+ years,Both,Otitis media,Percent of total DALYs,0.000276342,0.000200185,0.00038573
Sub-Saharan Africa - WB,2015,70+ years,Both,Meningitis,Percent of total DALYs,0.00544234,0.004624891,0.006397986
Sub-Saharan Africa - WB,2015,70+ years,Both,Encephalitis,Percent of total DALYs,0.000352528,0.000320337,0.000412525
Sub-Saharan Africa - WB,2015,70+ years,Both,Diphtheria,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Whooping cough,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Tetanus,Percent of total DALYs,0.000434764,0.000248494,0.001036239
Sub-Saharan Africa - WB,2015,70+ years,Both,Measles,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000195753,0.000130129,0.000309232
Sub-Saharan Africa - WB,2015,70+ years,Both,Malaria,Percent of total DALYs,0.011624751,0.006653745,0.018928719
Sub-Saharan Africa - WB,2015,70+ years,Both,Chagas disease,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Leishmaniasis,Percent of total DALYs,0.000115375,0.000076819,0.000171499
Sub-Saharan Africa - WB,2015,70+ years,Both,African trypanosomiasis,Percent of total DALYs,7.43329E-05,3.74761E-05,0.000117057
Sub-Saharan Africa - WB,2015,70+ years,Both,Schistosomiasis,Percent of total DALYs,0.002206805,0.001290518,0.003744629
Sub-Saharan Africa - WB,2015,70+ years,Both,Cysticercosis,Percent of total DALYs,0.000423936,0.000245444,0.000680756
Sub-Saharan Africa - WB,2015,70+ years,Both,Cystic echinococcosis,Percent of total DALYs,3.44194E-05,2.96493E-05,3.92313E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Lymphatic filariasis,Percent of total DALYs,0.001919872,0.001086602,0.002984482
Sub-Saharan Africa - WB,2015,70+ years,Both,Onchocerciasis,Percent of total DALYs,0.003194489,0.001734216,0.005539334
Sub-Saharan Africa - WB,2015,70+ years,Both,Trachoma,Percent of total DALYs,0.000707564,0.000484014,0.000990778
Sub-Saharan Africa - WB,2015,70+ years,Both,Dengue,Percent of total DALYs,0.000035425,2.33829E-05,4.97901E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Yellow fever,Percent of total DALYs,3.56963E-05,6.9083E-06,0.000103313
Sub-Saharan Africa - WB,2015,70+ years,Both,Rabies,Percent of total DALYs,0.000294138,0.000174624,0.000443576
Sub-Saharan Africa - WB,2015,70+ years,Both,Intestinal nematode infections,Percent of total DALYs,0.000593886,0.000365029,0.000899998
Sub-Saharan Africa - WB,2015,70+ years,Both,Food-borne trematodiases,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Other neglected tropical diseases,Percent of total DALYs,0.003987847,0.001013853,0.012617271
Sub-Saharan Africa - WB,2015,70+ years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,7.19959E-05,4.87289E-05,0.000101459
Sub-Saharan Africa - WB,2015,70+ years,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Late maternal deaths,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Other maternal disorders,Percent of total DALYs,6.68915E-06,4.03786E-06,1.01831E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.000125307,9.68279E-05,0.000156251
Sub-Saharan Africa - WB,2015,70+ years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.000155113,0.000103035,0.000239638
Sub-Saharan Africa - WB,2015,70+ years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,70+ years,Both,Hemolytic disease and other neonatal jaundice,Percent of total DALYs,1.68103E-05,1.25332E-05,2.15791E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Other neonatal disorders,Percent of total DALYs,5.41761E-05,3.18145E-05,8.97186E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Protein-energy malnutrition,Percent of total DALYs,0.008054949,0.006290977,0.012696966
Sub-Saharan Africa - WB,2015,70+ years,Both,Iodine deficiency,Percent of total DALYs,0.000486537,0.000330046,0.000706253
Sub-Saharan Africa - WB,2015,70+ years,Both,Vitamin A deficiency,Percent of total DALYs,2.66359E-05,1.76891E-05,3.74477E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Iron-deficiency anemia,Percent of total DALYs,0.006009021,0.004532306,0.007556999
Sub-Saharan Africa - WB,2015,70+ years,Both,Other nutritional deficiencies,Percent of total DALYs,0.000639347,0.000362222,0.001210123
Sub-Saharan Africa - WB,2015,70+ years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.000440861,0.000351866,0.00056569
Sub-Saharan Africa - WB,2015,70+ years,Both,Hepatitis,Percent of total DALYs,0.000882573,0.000794708,0.000982213
Sub-Saharan Africa - WB,2015,70+ years,Both,Leprosy,Percent of total DALYs,5.70973E-05,4.07919E-05,7.50842E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Other infectious diseases,Percent of total DALYs,0.001585644,0.001139484,0.001962064
Sub-Saharan Africa - WB,2015,70+ years,Both,Esophageal cancer,Percent of total DALYs,0.006433921,0.005795877,0.007353878
Sub-Saharan Africa - WB,2015,70+ years,Both,Stomach cancer,Percent of total DALYs,0.008942799,0.008181664,0.009678453
Sub-Saharan Africa - WB,2015,70+ years,Both,Liver cancer,Percent of total DALYs,0.009135749,0.007394286,0.010251098
Sub-Saharan Africa - WB,2015,70+ years,Both,Larynx cancer,Percent of total DALYs,0.001001518,0.000908504,0.001098551
Sub-Saharan Africa - WB,2015,70+ years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0.008199133,0.007480787,0.008906619
Sub-Saharan Africa - WB,2015,70+ years,Both,Breast cancer,Percent of total DALYs,0.005065403,0.004555522,0.005612936
Sub-Saharan Africa - WB,2015,70+ years,Both,Cervical cancer,Percent of total DALYs,0.006105355,0.004970759,0.007184233
Sub-Saharan Africa - WB,2015,70+ years,Both,Uterine cancer,Percent of total DALYs,0.001506245,0.001285563,0.0017624
Sub-Saharan Africa - WB,2015,70+ years,Both,Prostate cancer,Percent of total DALYs,0.011909837,0.008452056,0.014605907
Sub-Saharan Africa - WB,2015,70+ years,Both,Colon and rectum cancer,Percent of total DALYs,0.007669154,0.007090119,0.008233348
Sub-Saharan Africa - WB,2015,70+ years,Both,Lip and oral cavity cancer,Percent of total DALYs,0.001428989,0.001319366,0.001539422
Sub-Saharan Africa - WB,2015,70+ years,Both,Nasopharynx cancer,Percent of total DALYs,0.000175686,0.000145865,0.000197576
Sub-Saharan Africa - WB,2015,70+ years,Both,Other pharynx cancer,Percent of total DALYs,0.000449767,0.000404572,0.000505168
Sub-Saharan Africa - WB,2015,70+ years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0.001426583,0.00123695,0.001635379
Sub-Saharan Africa - WB,2015,70+ years,Both,Pancreatic cancer,Percent of total DALYs,0.004899467,0.004439141,0.005372375
Sub-Saharan Africa - WB,2015,70+ years,Both,Malignant skin melanoma,Percent of total DALYs,0.000484371,0.000420706,0.000545338
Sub-Saharan Africa - WB,2015,70+ years,Both,Non-melanoma skin cancer,Percent of total DALYs,0.000690626,0.000635468,0.000750514
Sub-Saharan Africa - WB,2015,70+ years,Both,Ovarian cancer,Percent of total DALYs,0.00165695,0.001445898,0.001899559
Sub-Saharan Africa - WB,2015,70+ years,Both,Testicular cancer,Percent of total DALYs,5.55555E-05,4.77757E-05,6.38896E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Kidney cancer,Percent of total DALYs,0.000711627,0.000644747,0.000781586
Sub-Saharan Africa - WB,2015,70+ years,Both,Bladder cancer,Percent of total DALYs,0.00295968,0.002714089,0.003251763
Sub-Saharan Africa - WB,2015,70+ years,Both,Brain and nervous system cancer,Percent of total DALYs,0.001046373,0.000903864,0.001185549
Sub-Saharan Africa - WB,2015,70+ years,Both,Thyroid cancer,Percent of total DALYs,0.000409605,0.000342093,0.000487439
Sub-Saharan Africa - WB,2015,70+ years,Both,Mesothelioma,Percent of total DALYs,0.000185007,0.000167874,0.000202359
Sub-Saharan Africa - WB,2015,70+ years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000119301,8.56444E-05,0.000162679
Sub-Saharan Africa - WB,2015,70+ years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.001932178,0.001670595,0.002148747
Sub-Saharan Africa - WB,2015,70+ years,Both,Multiple myeloma,Percent of total DALYs,0.001313347,0.001163375,0.001461322
Sub-Saharan Africa - WB,2015,70+ years,Both,Leukemia,Percent of total DALYs,0.002468104,0.002238202,0.002670513
Sub-Saharan Africa - WB,2015,70+ years,Both,Other neoplasms,Percent of total DALYs,0.004294894,0.003738913,0.004944751
Sub-Saharan Africa - WB,2015,70+ years,Both,Rheumatic heart disease,Percent of total DALYs,0.003333207,0.002954421,0.003679648
Sub-Saharan Africa - WB,2015,70+ years,Both,Ischemic heart disease,Percent of total DALYs,0.11676824,0.103920187,0.126227328
Sub-Saharan Africa - WB,2015,70+ years,Both,Cerebrovascular disease,Percent of total DALYs,0.115791926,0.102839103,0.127443615
Sub-Saharan Africa - WB,2015,70+ years,Both,Hypertensive heart disease,Percent of total DALYs,0.026718298,0.020338331,0.038889135
Sub-Saharan Africa - WB,2015,70+ years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.004171341,0.003649796,0.004693182
Sub-Saharan Africa - WB,2015,70+ years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.002725805,0.002208252,0.003306048
Sub-Saharan Africa - WB,2015,70+ years,Both,Aortic aneurysm,Percent of total DALYs,0.001771001,0.001530756,0.002085087
Sub-Saharan Africa - WB,2015,70+ years,Both,Peripheral vascular disease,Percent of total DALYs,0.00119887,0.00079712,0.001847812
Sub-Saharan Africa - WB,2015,70+ years,Both,Endocarditis,Percent of total DALYs,0.001635982,0.001035255,0.002128732
Sub-Saharan Africa - WB,2015,70+ years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.035466048,0.031516398,0.039495058
Sub-Saharan Africa - WB,2015,70+ years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.035124056,0.031865568,0.038508344
Sub-Saharan Africa - WB,2015,70+ years,Both,Pneumoconiosis,Percent of total DALYs,0.000778229,0.000534214,0.00099391
Sub-Saharan Africa - WB,2015,70+ years,Both,Asthma,Percent of total DALYs,0.013932346,0.012154862,0.01600452
Sub-Saharan Africa - WB,2015,70+ years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.000951635,0.0007723,0.001206001
Sub-Saharan Africa - WB,2015,70+ years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001856356,0.001311445,0.002471638
Sub-Saharan Africa - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.005303445,0.004222345,0.006534578
Sub-Saharan Africa - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.003158121,0.002461046,0.004056953
Sub-Saharan Africa - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.005922322,0.005045994,0.006824529
Sub-Saharan Africa - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.003325346,0.002808293,0.003913063
Sub-Saharan Africa - WB,2015,70+ years,Both,Peptic ulcer disease,Percent of total DALYs,0.009238983,0.007489627,0.010786195
Sub-Saharan Africa - WB,2015,70+ years,Both,Gastritis and duodenitis,Percent of total DALYs,0.004927445,0.00368422,0.006266551
Sub-Saharan Africa - WB,2015,70+ years,Both,Appendicitis,Percent of total DALYs,0.000813094,0.000629023,0.001019989
Sub-Saharan Africa - WB,2015,70+ years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.007094047,0.005957573,0.008935163
Sub-Saharan Africa - WB,2015,70+ years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.001156777,0.000706115,0.001791721
Sub-Saharan Africa - WB,2015,70+ years,Both,Inflammatory bowel disease,Percent of total DALYs,0.001409202,0.001124268,0.001659099
Sub-Saharan Africa - WB,2015,70+ years,Both,Vascular intestinal disorders,Percent of total DALYs,0.000983793,0.000864979,0.001152176
Sub-Saharan Africa - WB,2015,70+ years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.002579085,0.002216664,0.003021654
Sub-Saharan Africa - WB,2015,70+ years,Both,Pancreatitis,Percent of total DALYs,0.0007784,0.000674153,0.000927495
Sub-Saharan Africa - WB,2015,70+ years,Both,Other digestive diseases,Percent of total DALYs,0.003881058,0.00286625,0.005246294
Sub-Saharan Africa - WB,2015,70+ years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.025678979,0.021216211,0.030567493
Sub-Saharan Africa - WB,2015,70+ years,Both,Parkinson disease,Percent of total DALYs,0.00142905,0.001184633,0.00167199
Sub-Saharan Africa - WB,2015,70+ years,Both,Epilepsy,Percent of total DALYs,0.002394337,0.002109067,0.002742105
Sub-Saharan Africa - WB,2015,70+ years,Both,Multiple sclerosis,Percent of total DALYs,6.11047E-05,4.58636E-05,7.17896E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Migraine,Percent of total DALYs,0.001312794,0.000806894,0.001912192
Sub-Saharan Africa - WB,2015,70+ years,Both,Tension-type headache,Percent of total DALYs,7.82752E-05,3.53025E-05,0.000141655
Sub-Saharan Africa - WB,2015,70+ years,Both,Medication overuse headache,Percent of total DALYs,0.0010733,0.000682817,0.00159477
Sub-Saharan Africa - WB,2015,70+ years,Both,Motor neuron disease,Percent of total DALYs,4.09441E-05,3.31293E-05,6.30455E-05
Sub-Saharan Africa - WB,2015,70+ years,Both,Other neurological disorders,Percent of total DALYs,0.000653734,0.000548788,0.000768712
Sub-Saharan Africa - WB,2015,70+ years,Both,Schizophrenia,Percent of total DALYs,0.000962113,0.000741561,0.001175086
Sub-Saharan Africa - WB,2015,70+ years,Both,Alcohol use disorders,Percent of total DALYs,0.000743029,0.000624934,0.000873816
Sub-Saharan Africa - WB,2015,70+ years,Both,Drug use disorders,Percent of total DALYs,0.000694228,0.00052604,0.000902987
Sub-Saharan Africa - WB,2015,70+ years,Both,Depressive disorders,Percent of total DALYs,0.009237823,0.006600075,0.012351095
Sub-Saharan Africa - WB,2015,70+ years,Both,Bipolar disorder,Percent of total DALYs,0.000552497,0.000343409,0.000811891
Sub-Saharan Africa - WB,2015,70+ years,Both,Anxiety disorders,Percent of total DALYs,0.001912932,0.001318773,0.00261204
